,FIPST,YEAR,V33,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,PPR,PPE
95,8,2004,756319.0,8050562664.854848,536628039.56145763,3496198857.6899314,4017735767.6034584,8473004527.872142,10644.400927194542,11202.95077589237
96,8,2005,765357.0,8243067554.324726,563326908.1758052,3524822086.0998497,4154918560.049071,8689180915.639,10770.225599719772,11353.108308461278
97,8,2006,779176.0,8432619619.182752,602010947.7326276,3568326648.220412,4262282023.2297125,9020874437.181181,10822.483776685565,11577.45417874932
98,8,2007,792900.0,8666785594.7991,597076179.5906047,3733868428.51539,4335840986.693106,9025684078.129211,10930.490093074915,11383.13037978208
99,8,2008,801204.0,8773349699.856401,592463684.2504537,3706177565.4447417,4474708450.161206,9655135580.806849,10950.2070631904,12050.78304752204
100,8,2009,818029.0,9171364343.652452,653632163.0087894,4009138446.7888985,4508593733.854766,9578436858.81495,11211.539375318545,11709.16539488814
101,8,2010,831656.0,9455175817.180304,770011239.0492022,4125742557.5953975,4559421747.041051,9586041940.35957,11369.094694417287,11526.4507685384
102,8,2011,842645.0,9131869545.084774,1014832367.4311869,3669504883.4966416,4447532020.746713,9055835609.152096,10837.149149505158,10746.916683955991
103,8,2012,853464.0,8821958170.314783,721378307.0253602,3822388123.228025,4278191488.4286127,8674988389.50976,10336.649431393455,10164.445588226054
104,8,2013,862712.0,8912417876.0,702554876.0,3767218876.0,4442643876.0,8779688876.0,10330.698861265404,10176.84798171348
105,16,1990,215462.0,1267856482.5467186,95056117.92206135,762520729.5682123,410279635.05644494,1240006826.5099814,5884.362358776575,5755.1068239874385
106,16,1992,225673.0,1426676882.1000116,114782899.65851049,883093014.2059625,428800968.2355386,1474770247.9866965,6321.87670700532,6534.987561589984
107,16,1995,240448.0,1655972484.0178275,123616817.55714752,1017797472.0988733,514558194.36180675,1693977382.3553534,6887.0295615593695,7045.088261725418
108,16,1996,243097.0,1684319070.8851347,119539584.37466796,1066713232.2441825,498066254.26628417,1779627257.0157266,6928.588468328011,7320.6467254459185
109,16,1997,245252.0,1741822845.3561416,117196449.07330495,1084480410.2637317,540145986.019105,1877547981.4790778,7102.175906235797,7655.58683101087
110,16,1998,244403.0,1873508008.5885174,128635754.98951992,1174753945.7313018,570118307.8676958,1918895160.6334026,7665.650620444583,7851.356818997323
