,FIPST,YEAR,V33,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,PPR,PPE
83,12,2013,2692159.0,24681547988.0,3027017988.0,9455561988.0,12198967988.0,25245399988.0,9167.938441971666,9377.38075202839
84,13,1990,1128368.0,9239191142.231647,595684886.7816825,4878614310.268512,3764891945.1814528,9234762298.083424,8188.100993852757,8184.175994075889
85,13,1992,1175745.0,9192472119.726213,661909685.3515856,4646425458.421427,3884136975.9532003,9204427392.018053,7818.4233143464035,7828.591567064332
86,13,1995,1270948.0,10782055394.905937,700861691.5782564,5583225317.177074,4497968386.150606,11148104021.926607,8483.474850982051,8771.48712766109
87,13,1996,1311126.0,11532284580.913294,767143938.5984488,6069484790.798003,4695655851.516843,11784099529.003296,8795.710390087066,8987.770457609182
88,13,1997,1346761.0,11970569510.198837,776386383.0780811,6489874732.003427,4704308395.11733,12312030267.544907,8888.414135989115,9141.956343809263
89,13,1998,1375980.0,13158062501.433971,849472448.7040538,6769736890.8159075,5538853161.914011,12848994274.344355,9562.684415059792,9338.067613151612
90,13,1999,1401291.0,14434267021.389261,922735210.3807092,7156387058.044423,6355144752.9641285,14053403342.628443,10300.692019993892,10028.897168845331
91,13,2000,1422941.0,15061796932.401764,941824383.7906506,7271657952.591465,6848314596.019649,14639403261.50068,10584.976420246352,10288.1308933404
92,13,2001,1444937.0,16049513789.587257,981439157.9795747,7766606722.063253,7301467909.544429,15501145884.17263,11107.414226078547,10727.904319823376
93,13,2002,1470634.0,16786709348.007874,1150631209.7799397,8180581160.734305,7455496977.493629,16331895529.70118,11414.607134071342,11105.343361911378
94,13,2003,1495819.0,17127245796.781424,1332174288.518686,8296795596.382785,7498275911.879953,17117084541.225365,11450.079051530582,11443.28594651182
95,13,2004,1522424.0,17434737928.736874,1482279219.471896,7811108765.518838,8141349943.746139,16995009593.576279,11451.959459872462,11163.125117297337
96,13,2005,1552726.0,17564653142.5368,1640572152.4343925,7692925410.691272,8231155579.411135,17287830344.787704,11312.139516268033,11133.857708821584
97,13,2006,1597650.0,18681161610.987553,1681626769.3853083,8246294783.322308,8753240058.279936,18303634198.70819,11692.899953674178,11456.598252876533
98,13,2007,1628377.0,19949528300.273415,1657738742.3762379,8884013801.58385,9407775756.313326,19534231580.15183,12251.172977924287,11996.135772091984
99,13,2008,1646554.0,20221126026.904003,1568419181.5952747,9129366313.094366,9523340532.214363,20749524552.11466,12280.876319212128,12601.788068969896
100,13,2009,1650319.0,19522915938.014187,1785776636.970934,8410220125.483404,9326919175.559847,20664617063.231903,11829.783174049493,12521.589500715863
101,13,2010,1667649.0,19065437247.48104,2776273051.8634167,7206083041.858317,9083081119.572477,19100861215.09097,11432.524018831926,11453.765879445238
102,13,2011,1677035.0,18680382361.888695,2348440606.501128,7766639158.989393,8565302554.972382,17851467780.640804,11138.934108047057,10644.660237049795
103,13,2012,1684976.0,17883928589.67129,1895377258.7907197,7621600895.368997,8366950394.925641,17765367947.361515,10613.758646812352,10543.395245606773
104,13,2013,1703098.0,17568146986.0,1812815986.0,7681744986.0,8073585986.0,17430668986.0,10315.405799313956,10234.68349208325
105,15,1990,169493.0,1458343137.5821161,135682383.12392372,1267517722.3260412,55143032.13215128,1459209650.5676382,8604.149655632482,8609.262037769337
106,15,1992,174747.0,1654926123.8656607,118329137.90533315,1499917659.3746285,36679326.58569901,1726833741.3499224,9470.412218038997,9881.907794410905
107,15,1999,188069.0,1858023461.6138873,182571504.4749612,1631979221.5218368,43472735.61708939,1898687985.7746756,9879.477540763693,10095.698843374908
108,15,2000,185860.0,1900582123.0521684,171866049.83062333,1687323576.8292687,41392496.39227643,1844596664.6510844,10225.88035646276,9924.656540681612
109,15,2001,184360.0,2213353666.707455,185444275.79301584,1988359751.1436372,39549639.77080196,1793441507.2195032,12005.606784049985,9727.931803099931
110,15,2002,184546.0,2447231158.6750054,220364773.55570996,2181250182.8167706,45616202.302524894,1860596332.6129255,13260.819300743477,10082.019293904637
111,15,2003,183829.0,2632602251.5719132,215758254.96942237,2372290993.9886746,44553002.61381653,2029201721.4586632,14320.930057672691,11038.528858116311
112,15,2004,183609.0,2637046638.7739344,291647550.49413216,2282585159.465719,62813928.81408276,2139337828.3045087,14362.295087789456,11651.595664180451
113,15,2005,183185.0,2712778724.3481965,282677391.46788985,2369768480.1685505,60332852.7117559,2106371406.1979938,14808.956652281553,11498.601993602062
114,15,2006,182818.0,3126482627.018312,260461638.8760282,2810085865.1874657,55935122.95481789,2241805400.5539246,17101.612680470804,12262.498225305628
115,15,2007,180728.0,3354427176.4641333,288407709.4532433,3012260420.972312,53759046.03857788,2471338670.4280233,18560.639062370705,13674.354114625421
116,15,2008,179897.0,2750120029.1663275,336211704.0830149,2330964448.007261,82943877.0760519,2426283147.308244,15287.192277616232,13487.06841864091
117,15,2009,179478.0,2920699825.915809,426565868.5700679,2394355394.99791,99778562.3478312,2517751405.909392,16273.30272187014,14028.189560332698
118,15,2010,180196.0,2740134382.8979316,408532638.09748733,2236352958.4975686,95248786.30287547,2366859051.6061273,15206.410702223864,13134.914490921705
119,15,2011,179601.0,2588607697.194056,359744692.4742616,2163327400.352688,65535604.36710666,2339629361.0642877,14413.102918102104,13026.817005831192
120,15,2012,182706.0,2572172064.4565563,323396831.8266272,2192912754.363047,55862478.26688206,2379079414.671265,14078.202491743876,13021.353511495328
121,15,2013,184760.0,2331770000.0,310778000.0,1962923000.0,58069000.0,2345917000.0,12620.534747780905,12697.104351591253
122,17,1990,1792656.0,15807999651.010906,828548662.4752854,5092874801.001339,9886576187.53428,15682283950.169016,8818.200285504248,8748.072106510685
123,17,1992,1831139.0,16184938385.960325,991278184.0925286,4615349387.492576,10578310814.375221,16393434283.7837,8838.727363657441,8952.588680479035
124,17,1995,1897161.0,18707529017.404022,1049886080.9526411,5665204909.829924,11992438026.621456,18072978688.266975,9860.80201807017,9526.328386608715
125,17,1996,1924970.0,18910039123.135162,1081835763.468282,5597031191.3107,12231172168.35618,18451062428.806717,9823.55004136956,9585.116873928797
126,17,1997,1952892.0,20215244570.09916,1230434275.6359673,5913562467.197072,13071247827.266119,20202891144.535873,10351.44010528957,10345.114396769444
127,17,1998,1972406.0,20991900092.96303,1375329744.3867896,6173834553.312713,13442735795.26353,21732594290.933483,10642.788600806849,11018.316863228709
128,17,1999,1987427.0,22559106636.68017,1501207191.215168,7189552762.569411,13868346682.89559,23383560040.13707,11350.910819205017,11765.745378389782
129,17,2000,2003839.0,23722325535.094856,1716192938.95664,7819863329.607047,14186269266.531168,24388659904.657864,11838.43888410938,12170.967779675846
